Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
Jun,1,Tuesday,Accura,Urban,Thursday,Jun,2,Male,Single,30,Policy Holder,Sedan,34188,0,13,400,1,54,60,0,6,33,No,No,External,0,-1,1,1994,Collision
May,4,Monday,Mazda,Urban,Monday,May,4,Male,Widow,50,Policy Holder,Sedan,21164,0,15,400,4,46,60,0,14,44,No,No,External,0,-1,1,1994,Collision
Jan,2,Monday,Pontiac,Urban,Friday,Jan,2,Female,Married,31,Third Party,Sedan,26413,0,8,400,1,31,45,4,7,33,No,No,External,6,-1,1,1994,Collision
Jan,2,Tuesday,Pontiac,Urban,Tuesday,Jan,2,Male,Single,23,Policy Holder,Sport,32863,0,8,400,4,33,34,5,5,30,No,No,External,4,-1,1,1994,Liability
Jan,2,Tuesday,Pontiac,Urban,Friday,Jan,2,Male,Single,31,Third Party,Sport,32544,0,10,400,3,37,39,1,7,32,No,No,External,2,-1,1,1994,Liability
Sep,4,Tuesday,Honda,Urban,Monday,Oct,1,Male,Married,50,Third Party,Sedan,25079,0,2,500,3,60,41,2,7,48,No,No,External,8,3,1,1994,All Perils
Jan,5,Saturday,Honda,Urban,Monday,Jan,5,Female,Single,33,Third Party,Sport,26795,0,8,400,3,52,58,3,6,33,No,No,External,0,-1,1,1994,Liability
Jan,5,Sunday,Accura,Urban,Tuesday,Feb,1,Male,Married,30,Policy Holder,Sport,31494,0,6,400,2,36,34,6,6,34,No,No,External,5,-1,1,1994,Liability
Jan,5,Monday,Mazda,Urban,Thursday,Feb,1,Male,Married,44,Policy Holder,Sedan,42118,0,13,400,1,38,52,6,11,40,No,No,External,0,-1,1,1994,Collision
Jan,4,Wednesday,Chevrolet,Urban,Tuesday,Feb,4,Male,Married,46,Policy Holder,Sedan,80703,0,13,400,2,39,56,1,7,48,No,No,External,8,-1,1,1994,All Perils
Jan,5,Saturday,Honda,Urban,Wednesday,Feb,1,Male,Single,31,Policy Holder,Sport,20885,0,11,400,4,50,59,4,6,33,No,No,External,3,-1,1,1994,Liability
Jan,5,Friday,Honda,Urban,Friday,Jan,5,Male,Married,48,Policy Holder,Sport,21718,0,5,400,3,53,43,2,13,44,No,No,External,0,-1,1,1994,Liability
Dec,2,Friday,Chevrolet,Urban,Friday,Jan,2,Male,Married,33,Policy Holder,Sedan,70598,1,12,400,3,34,33,0,6,31,No,No,External,0,-1,1,1994,All Perils
Jan,4,Tuesday,Honda,Urban,Wednesday,Jan,4,Male,Single,0,Policy Holder,Sport,94451,0,3,400,1,44,38,3,0,16,No,No,External,0,-1,1,1994,Liability
Jan,4,Friday,Chevrolet,Urban,Wednesday,Jan,4,Female,Single,37,Third Party,Sport,82417,0,5,400,3,48,39,1,7,37,No,No,External,1,-1,1,1994,Liability
Jan,4,Friday,Toyota,Urban,Thursday,Jan,4,Male,Married,43,Third Party,Sedan,14921,0,3,400,3,59,40,0,7,40,No,No,External,0,-1,1,1994,All Perils
Jan,2,Wednesday,Toyota,Urban,Monday,Jan,4,Female,Married,32,Third Party,Sedan,31610,0,14,400,1,59,59,6,4,32,No,No,External,1,-1,4,1994,Collision
Jan,2,Thursday,Toyota,Urban,Thursday,Jan,2,Male,Married,57,Policy Holder,Sport,22122,0,4,400,1,38,40,2,8,56,No,No,External,4,-1,1,1994,Liability
Jan,3,Friday,Honda,Urban,Monday,Jan,3,Male,Married,65,Third Party,Sedan,23429,0,8,400,2,32,50,1,12,53,No,No,External,0,-1,1,1994,All Perils
Oct,2,Saturday,Toyota,Urban,Monday,Oct,2,Female,Single,27,Policy Holder,Sedan,24636,0,12,400,4,34,49,0,6,32,No,No,External,2,-1,1,1994,Collision
May,4,Friday,Nisson,Rural,Wednesday,Jul,2,Male,Married,42,Policy Holder,Utility,72027,0,6,400,4,31,58,4,13,40,No,No,External,0,6,2,1994,All Perils
May,3,Thursday,Honda,Urban,Monday,May,4,Male,Married,57,Policy Holder,Sport,23748,0,7,400,1,58,49,4,13,59,No,No,External,7,-1,1,1994,Liability
Mar,4,Friday,Pontiac,Urban,Wednesday,Mar,5,Male,Single,32,Policy Holder,Sedan,25686,0,2,400,3,41,40,0,7,34,No,No,External,8,-1,1,1994,All Perils
Mar,1,Saturday,Mazda,Urban,Monday,Mar,3,Male,Single,29,Policy Holder,Sport,28962,0,7,400,2,50,36,3,7,33,No,No,External,7,-1,1,1994,Liability
Feb,2,Monday,VW,Urban,Tuesday,Feb,4,Male,Married,36,Policy Holder,Sedan,36661,0,2,400,4,46,41,0,7,40,No,No,External,0,-1,1,1994,Collision
Feb,2,Monday,Toyota,Urban,Monday,Feb,2,Male,Single,28,Policy Holder,Sport,37105,0,2,400,4,57,40,2,6,34,No,No,External,2,-1,1,1994,Liability
Feb,1,Monday,Honda,Urban,Tuesday,Feb,2,Female,Single,32,Policy Holder,Sedan,11711,0,14,400,1,38,35,1,6,31,No,No,External,1,-1,1,1994,All Perils
Feb,1,Sunday,Chevrolet,Urban,Thursday,Feb,2,Male,Single,33,Policy Holder,Sedan,24902,0,1,400,2,42,55,0,6,35,No,No,External,0,-1,1,1994,All Perils
Feb,2,Tuesday,Saab,Urban,Wednesday,Feb,2,Male,Married,37,Policy Holder,Sedan,30054,0,1,400,2,48,58,4,11,39,No,No,External,3,-1,1,1994,All Perils
Jan,5,Tuesday,Honda,Urban,Wednesday,Feb,1,Female,Single,26,Policy Holder,Sport,20862,0,16,400,3,55,54,10,6,35,No,No,External,7,-1,1,1994,Liability
Jan,3,Sunday,Chevrolet,Urban,Wednesday,Jan,3,Male,Married,53,Policy Holder,Sedan,22914,0,5,400,1,52,45,1,13,49,No,No,External,1,-1,1,1994,All Perils
Jan,3,Saturday,Mercury,Rural,Tuesday,Jan,3,Male,Married,53,Third Party,Sedan,23636,0,12,400,3,36,52,1,14,47,No,No,External,0,-1,1,1994,All Perils
Jan,3,Monday,Ford,Urban,Tuesday,Jan,3,Male,Married,74,Policy Holder,Sedan,15046,0,8,400,4,46,50,3,12,79,No,No,External,2,-1,1,1994,All Perils
Jun,3,Tuesday,Pontiac,Urban,Thursday,Jul,4,Male,Married,50,Policy Holder,Sedan,20151,0,3,400,2,53,57,1,7,46,No,No,External,0,-1,1,1994,Collision
Jun,2,Thursday,Mazda,Urban,Friday,Jun,2,Male,Single,27,Third Party,Sedan,25797,0,3,400,4,37,47,0,6,35,No,No,External,0,1,1,1994,All Perils
Dec,2,Sunday,Toyota,Urban,Tuesday,Feb,1,Male,Married,48,Third Party,Sedan,20488,0,7,400,1,57,54,5,14,43,No,No,External,8,-1,1,1994,All Perils
Jan,1,Sunday,Chevrolet,Urban,Tuesday,Jan,1,Female,Single,55,Third Party,Sedan,28470,0,2,400,2,43,33,0,7,42,No,No,External,5,-1,1,1994,All Perils
Jan,1,Sunday,Pontiac,Urban,Wednesday,Jan,1,Male,Married,48,Policy Holder,Sedan,23166,0,10,400,4,56,46,0,12,50,No,No,External,8,-1,1,1994,All Perils
Jan,1,Monday,Honda,Urban,Wednesday,Jan,2,Male,Single,0,Third Party,Sport,84315,0,8,400,4,59,47,3,0,16,No,No,External,0,-1,1,1994,Liability
Dec,5,Thursday,Pontiac,Urban,Friday,Jan,2,Male,Married,54,Third Party,Sport,26672,0,10,400,4,31,53,1,7,49,No,No,External,0,-1,1,1994,Liability
Jan,1,Saturday,Chevrolet,Urban,Monday,Jan,1,Male,Married,36,Policy Holder,Sport,38556,0,14,400,1,41,56,6,7,37,No,No,External,8,-1,1,1994,Liability
Dec,2,Monday,Mazda,Urban,Monday,Jan,1,Male,Married,43,Policy Holder,Sedan,37569,1,10,400,2,39,48,3,10,40,No,No,External,0,4,2,1994,All Perils
Dec,5,Friday,Mazda,Urban,Tuesday,Jan,1,Male,Married,41,Policy Holder,Sedan,34662,0,1,400,4,39,50,0,10,36,No,No,External,3,-1,1,1994,Collision
Feb,4,Tuesday,Toyota,Urban,Wednesday,Feb,4,Male,Married,48,Policy Holder,Sedan,24749,0,6,400,2,60,31,4,11,46,No,No,External,3,-1,1,1994,All Perils
Dec,3,Tuesday,Chevrolet,Urban,Monday,Jan,2,Male,Married,26,Policy Holder,Utility,95550,1,14,400,2,44,55,0,6,31,No,No,External,2,-1,1,1994,All Perils
Feb,2,Sunday,Toyota,Urban,Monday,Feb,3,Female,Married,43,Policy Holder,Sedan,22996,0,1,400,3,50,45,0,6,39,No,No,External,0,-1,1,1994,All Perils
Dec,3,Thursday,Honda,Urban,Monday,Jan,1,Male,Married,39,Policy Holder,Sport,84265,1,13,400,3,59,60,0,14,39,No,No,External,0,-1,1,1994,Collision
Feb,1,Friday,Chevrolet,Urban,Wednesday,Feb,2,Male,Married,49,Third Party,Sedan,36385,0,4,400,3,46,41,1,15,47,No,No,External,6,-1,1,1994,Collision
Feb,1,Saturday,Honda,Urban,Monday,Oct,3,Male,Married,37,Third Party,Sedan,33257,0,14,400,3,45,35,2,7,40,No,No,External,0,-1,1,1994,Collision
Aug,1,Wednesday,Mazda,Urban,Thursday,Sep,2,Male,Married,36,Third Party,Sedan,22306,0,1,400,3,31,53,3,7,39,No,No,External,6,-1,1,1994,Collision
Mar,1,Sunday,Pontiac,Urban,Friday,Mar,2,Female,Married,52,Policy Holder,Sedan,28444,0,4,400,4,47,37,2,6,50,No,No,External,10,-1,1,1994,All Perils
Dec,4,Saturday,Pontiac,Urban,Monday,Jan,2,Male,Married,29,Third Party,Sedan,5726,0,16,400,4,51,50,0,6,34,No,No,External,1,-1,1,1994,All Perils
Dec,4,Friday,Mazda,Urban,Monday,Jan,1,Male,Married,38,Third Party,Sedan,24553,0,10,400,4,58,42,0,10,37,No,No,External,0,-1,1,1994,Collision
Dec,4,Monday,Mazda,Urban,Tuesday,Jan,1,Male,Single,34,Policy Holder,Sedan,26620,0,2,400,4,34,32,1,6,34,No,No,External,0,-1,1,1994,Collision
Dec,4,Monday,Honda,Rural,Friday,Jan,2,Male,Single,0,Policy Holder,Sedan,90139,0,14,400,3,32,43,3,0,17,No,No,External,0,-1,1,1994,Collision
Sep,1,Monday,Honda,Rural,Tuesday,Sep,1,Male,Married,41,Policy Holder,Sport,30002,0,6,400,4,32,49,0,7,38,No,No,External,0,-1,1,1994,Liability
Dec,3,Friday,Pontiac,Urban,Tuesday,Jan,3,Male,Married,41,Third Party,Sedan,14981,1,16,500,3,0,36,4,7,38,No,No,External,0,3,1,1994,All Perils
Apr,4,Saturday,Pontiac,Urban,Tuesday,May,1,Male,Married,64,Policy Holder,Sedan,22589,0,15,400,3,47,56,1,9,55,No,No,External,0,-1,3,1994,Collision
Dec,3,Saturday,Pontiac,Urban,Monday,Jan,2,Male,Married,27,Policy Holder,Sedan,88141,1,11,400,4,43,32,3,4,35,No,No,External,2,-1,1,1994,Collision
Sep,5,Friday,Mazda,Urban,Monday,Oct,1,Male,Single,25,Policy Holder,Sedan,97925,0,5,400,4,60,34,2,5,29,No,No,External,5,-1,1,1994,Collision
Oct,1,Saturday,Toyota,Urban,Tuesday,Oct,2,Male,Single,21,Third Party,Sedan,28739,0,5,400,2,53,57,1,5,29,No,No,External,0,-1,1,1994,Collision
Dec,4,Tuesday,Pontiac,Rural,Wednesday,Mar,3,Male,Married,31,Third Party,Sedan,6993,0,16,400,2,55,42,0,6,33,No,No,External,0,-1,1,1994,All Perils
Apr,3,Monday,Pontiac,Urban,Monday,Apr,3,Male,Single,39,Policy Holder,Sedan,28320,0,3,400,1,55,44,0,14,36,No,No,External,10,6,2,1994,Collision
Feb,4,Wednesday,Honda,Rural,Monday,Feb,5,Female,Married,37,Third Party,Sedan,9402,0,1,400,1,35,46,0,5,37,No,No,External,4,-1,1,1994,All Perils
Feb,3,Monday,Accura,Urban,Tuesday,Feb,3,Male,Married,41,Policy Holder,Sedan,24845,0,11,400,4,45,35,8,7,40,No,No,External,2,-1,1,1994,Collision
Aug,2,Thursday,Pontiac,Urban,Wednesday,Aug,3,Male,Married,37,Policy Holder,Sedan,26192,0,16,400,4,57,46,0,7,36,No,No,External,1,-1,1,1994,All Perils
Jun,4,Saturday,Mazda,Rural,Monday,Jun,4,Male,Married,28,Policy Holder,Sedan,38557,0,7,400,1,43,51,3,7,35,No,No,External,3,-1,1,1994,Collision
Jun,1,Friday,Chevrolet,Urban,Monday,Sep,2,Male,Married,57,Policy Holder,Sedan,21288,0,12,400,1,35,53,0,15,57,No,No,External,7,-1,1,1994,Collision
Jun,1,Friday,Toyota,Urban,Tuesday,Jun,3,Male,Married,61,Policy Holder,Sedan,24070,0,9,400,2,23,44,0,13,57,Yes,No,External,0,-1,1,1994,Collision
Jan,5,Tuesday,Mazda,Urban,Tuesday,Jan,5,Male,Married,69,Policy Holder,Sport,26533,0,3,700,4,56,46,7,14,66,No,No,External,2,-1,1,1994,Liability
Jan,5,Tuesday,Honda,Urban,Thursday,Feb,2,Male,Married,67,Policy Holder,Sedan,26946,0,11,400,1,58,38,1,10,78,No,No,External,1,-1,1,1994,Collision
Feb,1,Thursday,Chevrolet,Urban,Monday,Feb,1,Male,Married,52,Policy Holder,Sedan,81650,0,1,400,4,55,39,1,13,48,No,No,External,4,-1,1,1994,All Perils
Jul,4,Monday,Toyota,Urban,Thursday,Sep,1,Male,Single,23,Policy Holder,Sport,27955,0,15,400,1,42,38,4,6,28,No,No,External,5,-1,1,1994,Liability
Jun,4,Wednesday,Pontiac,Urban,Friday,Jun,4,Male,Married,38,Policy Holder,Sport,9224,0,2,400,4,52,51,7,7,38,No,No,External,0,-1,1,1994,Liability
Jan,2,Monday,Toyota,Urban,Wednesday,Jan,2,Male,Married,32,Third Party,Sedan,27917,0,13,400,4,60,44,4,7,35,No,No,External,0,-1,1,1994,Collision
Jan,2,Monday,Honda,Urban,Tuesday,Jan,2,Male,Married,26,Policy Holder,Sport,25361,0,9,400,2,40,57,10,6,31,No,No,External,9,-1,1,1994,Liability
Jan,2,Monday,Toyota,Urban,Tuesday,Jan,2,Male,Married,57,Policy Holder,Sedan,23491,0,4,400,1,46,47,4,11,57,No,No,External,0,-1,1,1994,All Perils
Nov,3,Monday,Pontiac,Urban,Monday,Nov,3,Male,Married,29,Policy Holder,Sport,71731,0,2,400,2,36,41,2,6,31,No,No,External,0,-1,1,1994,Liability
Oct,3,Tuesday,Saab,Urban,Wednesday,Oct,4,Male,Married,26,Third Party,Sedan,31473,0,5,400,2,16,53,0,7,32,No,No,External,0,-1,9,1994,Collision
Oct,3,Tuesday,VW,Urban,Tuesday,Oct,5,Female,Single,30,Policy Holder,Sedan,75277,0,14,400,1,52,42,4,6,31,No,No,External,4,-1,1,1994,Collision
Dec,4,Thursday,Pontiac,Rural,Wednesday,Jan,1,Male,Married,41,Policy Holder,Sedan,20116,1,1,400,2,49,55,1,7,38,No,No,External,4,-1,1,1994,Collision
Oct,4,Wednesday,Pontiac,Urban,Thursday,Oct,4,Male,Married,65,Policy Holder,Sport,79240,0,14,400,4,43,55,5,7,59,No,No,External,4,-1,1,1994,Liability
Jun,2,Monday,Pontiac,Urban,Thursday,Jun,4,Male,Married,33,Policy Holder,Sedan,20540,0,13,400,1,34,34,0,6,33,No,No,External,0,-1,1,1994,Collision
Apr,2,Friday,Mazda,Urban,Friday,Apr,2,Male,Married,44,Policy Holder,Sedan,23302,0,10,400,2,42,39,3,6,38,No,No,External,0,6,2,1994,All Perils
Dec,4,Thursday,Chevrolet,Urban,Monday,Jan,1,Male,Married,26,Policy Holder,Sedan,24873,1,12,400,2,40,40,4,7,32,No,No,External,0,-1,1,1994,Collision
Mar,5,Tuesday,VW,Urban,Tuesday,Apr,1,Male,Married,32,Third Party,Sedan,74458,0,5,400,2,32,47,0,6,34,No,No,External,1,-1,1,1994,Collision
Mar,4,Thursday,Mercury,Urban,Friday,Mar,4,Male,Married,29,Policy Holder,Sedan,9285,0,16,400,3,55,56,0,6,35,No,No,External,0,-1,1,1994,All Perils
Dec,4,Thursday,Chevrolet,Urban,Tuesday,Jan,2,Male,Married,26,Policy Holder,Sedan,27149,1,16,400,4,51,42,0,6,31,No,No,External,3,-1,1,1994,All Perils
Mar,1,Wednesday,Pontiac,Rural,Thursday,Mar,1,Female,Single,37,Policy Holder,Sedan,20235,0,3,400,4,42,46,3,7,36,No,Yes,External,7,-1,1,1994,Collision
Mar,1,Thursday,Pontiac,Urban,Friday,Mar,1,Male,Married,33,Policy Holder,Sport,23250,0,11,400,1,43,50,1,6,34,No,No,External,4,-1,1,1994,Liability
Jan,3,Monday,Pontiac,Urban,Saturday,Jan,4,Male,Married,54,Policy Holder,Sedan,23494,0,7,400,2,45,51,0,8,47,No,No,External,5,-1,1,1994,All Perils
Jan,3,Monday,Mazda,Urban,Tuesday,Jan,3,Male,Single,26,Policy Holder,Sport,37965,0,5,400,4,60,31,5,7,32,No,No,External,9,-1,1,1994,Liability
Jan,3,Sunday,Chevrolet,Urban,Tuesday,Jan,3,Male,Single,32,Policy Holder,Sport,28846,0,16,400,4,40,42,4,6,32,No,No,External,1,-1,1,1994,Liability
Jan,3,Saturday,Mazda,Urban,Monday,Jan,3,Female,Single,25,Policy Holder,Sport,24637,0,1,400,3,33,31,3,4,30,No,No,External,1,0,1,1994,Liability
Aug,3,Wednesday,Mazda,Urban,Wednesday,Jan,3,Female,Single,23,Policy Holder,Sport,27115,0,12,400,3,58,33,9,5,27,No,No,External,1,-1,1,1994,Liability
Aug,4,Monday,Honda,Urban,Thursday,Mar,3,Male,Single,0,Policy Holder,Sedan,99344,0,7,400,1,32,44,0,1,17,No,No,External,0,-1,1,1994,Collision
Feb,3,Saturday,Pontiac,Urban,Monday,Mar,4,Male,Single,31,Third Party,Sedan,5554,0,9,400,1,54,58,1,6,34,No,No,External,4,-1,1,1994,Collision
Dec,4,Friday,Honda,Urban,Tuesday,Jan,1,Male,Single,0,Third Party,Sedan,88254,0,3,400,4,32,55,0,0,17,No,No,External,0,-1,1,1994,Collision
Feb,3,Thursday,Ford,Urban,Tuesday,Feb,5,Male,Married,42,Policy Holder,Sedan,6024,0,14,400,4,53,48,1,7,36,No,No,External,3,-1,3,1994,All Perils
Feb,3,Thursday,Accura,Rural,Friday,Feb,3,Male,Married,42,Policy Holder,Sport,37780,0,11,400,2,47,57,2,7,36,No,No,External,0,-1,1,1994,Liability
Feb,3,Friday,Toyota,Urban,Monday,Feb,3,Male,Single,32,Policy Holder,Sedan,22683,0,16,700,2,33,38,1,7,34,No,No,External,0,-1,1,1994,Collision
Feb,2,Wednesday,Accura,Urban,Thursday,Feb,2,Male,Married,51,Policy Holder,Sedan,20784,0,1,400,2,31,42,4,9,41,No,No,External,0,-1,1,1994,Collision
Jan,3,Monday,Honda,Urban,Tuesday,Jan,3,Male,Single,19,Third Party,Sport,89861,0,12,400,4,41,39,3,3,21,No,No,External,0,-1,1,1994,Collision
Jan,3,Monday,Pontiac,Urban,Tuesday,Jan,4,Male,Married,26,Policy Holder,Sedan,25705,0,10,400,1,44,55,4,7,31,No,No,External,0,-1,1,1994,All Perils
Jan,3,Monday,Pontiac,Urban,Monday,Jan,4,Male,Single,29,Policy Holder,Sedan,27596,0,3,400,2,49,60,1,5,35,No,No,External,0,8,2,1994,Collision
Jan,3,Wednesday,Pontiac,Urban,Thursday,Jan,3,Male,Married,29,Policy Holder,Sport,36008,0,15,400,2,54,47,2,6,32,No,No,External,0,-1,1,1994,Liability
Dec,5,Friday,Mazda,Urban,Tuesday,Jan,1,Male,Married,29,Third Party,Sport,95812,0,12,400,2,42,51,2,7,33,No,No,External,10,-1,1,1994,Collision
Dec,5,Friday,Pontiac,Urban,Monday,Jan,1,Male,Single,44,Policy Holder,Sport,23094,0,9,500,2,37,57,1,14,40,No,No,External,8,3,1,1994,Liability
Dec,5,Saturday,VW,Urban,Wednesday,Jan,1,Male,Married,49,Policy Holder,Sedan,78442,0,5,400,3,43,49,1,11,41,No,No,External,6,-1,1,1994,Collision
Dec,5,Saturday,Toyota,Urban,Tuesday,Jan,1,Female,Married,47,Policy Holder,Sedan,24525,0,12,400,1,60,37,2,7,44,No,No,External,0,-1,1,1994,Collision
Aug,3,Thursday,Mazda,Urban,Thursday,Aug,3,Male,Married,50,Policy Holder,Sedan,25719,0,16,400,3,40,42,1,7,45,No,No,External,9,-1,1,1994,Collision
Jun,5,Tuesday,Pontiac,Urban,Tuesday,Jun,5,Male,Married,50,Policy Holder,Sport,32363,0,10,400,2,43,46,3,15,44,No,No,External,8,-1,1,1994,Liability
Jun,1,Friday,Pontiac,Urban,Friday,Jun,1,Male,Married,44,Policy Holder,Sedan,26085,0,9,400,2,52,45,0,13,36,No,No,External,0,-1,1,1994,Collision
May,2,Sunday,Accura,Urban,Monday,May,2,Male,Married,42,Third Party,Sedan,24158,0,1,400,4,37,47,0,7,40,No,No,External,0,-1,1,1994,All Perils
Apr,5,Thursday,Pontiac,Urban,Friday,Apr,5,Male,Married,49,Policy Holder,Sedan,31636,0,3,400,1,52,41,1,14,41,No,No,External,1,-1,1,1994,Collision
Apr,1,Saturday,Toyota,Urban,Tuesday,Apr,1,Male,Married,34,Third Party,Sedan,22741,0,7,400,4,33,43,2,6,33,No,No,External,2,-1,1,1994,Collision
Feb,4,Monday,Pontiac,Urban,Monday,Aug,5,Female,Married,51,Policy Holder,Sport,24767,0,16,400,2,60,59,1,7,46,No,No,External,0,-1,1,1994,Liability
Dec,4,Monday,VW,Urban,Monday,Jan,1,Male,Married,26,Third Party,Sedan,83333,0,5,400,2,41,54,1,5,34,No,No,External,0,-1,1,1994,Collision
Feb,1,Saturday,Pontiac,Urban,Saturday,Feb,2,Male,Married,39,Policy Holder,Sport,27654,0,4,400,3,54,58,2,7,40,No,No,External,0,-1,1,1994,Liability
Feb,2,Monday,Chevrolet,Urban,Tuesday,Feb,2,Female,Married,30,Third Party,Sedan,84788,0,3,400,2,36,31,1,6,33,No,No,External,5,-1,1,1994,All Perils
Feb,2,Monday,Honda,Urban,Monday,Feb,3,Male,Single,0,Policy Holder,Sedan,82172,0,5,400,3,54,59,1,0,16,No,No,External,0,-1,1,1994,All Perils
Feb,1,Tuesday,Honda,Urban,Monday,Feb,2,Male,Married,47,Policy Holder,Sport,25055,0,9,400,3,35,47,1,11,44,No,No,External,4,-1,1,1994,Liability
Jan,2,Friday,Chevrolet,Urban,Wednesday,Jan,2,Female,Married,33,Policy Holder,Sport,27322,0,2,400,3,47,55,2,3,34,No,No,External,3,-1,1,1994,Liability
Jan,2,Saturday,Pontiac,Urban,Monday,Jan,2,Male,Single,31,Policy Holder,Sedan,27466,0,6,400,4,48,42,0,6,33,No,No,External,9,-1,1,1994,Collision
Jan,2,Monday,Toyota,Rural,Monday,Jan,2,Male,Married,50,Policy Holder,Sedan,22129,0,7,400,4,43,47,0,9,41,No,No,External,1,-1,1,1994,Collision
Jan,2,Sunday,Chevrolet,Urban,Wednesday,Jan,3,Male,Married,78,Policy Holder,Sedan,27775,0,11,400,1,34,48,1,13,77,No,No,External,6,1,2,1994,Collision
Jan,2,Sunday,Honda,Urban,Friday,Jan,3,Male,Married,41,Policy Holder,Sport,36997,0,9,400,3,38,34,0,7,36,No,No,External,0,-1,1,1994,Liability
Jan,1,Tuesday,Honda,Urban,Friday,Jan,3,Male,Single,39,Policy Holder,Sport,96890,0,11,400,4,39,47,0,7,37,No,No,External,3,-1,1,1994,Collision
Jan,1,Wednesday,Toyota,Urban,Monday,Jan,2,Male,Married,33,Policy Holder,Sedan,5468,0,10,400,2,46,60,1,7,34,No,No,External,0,-1,1,1994,All Perils
Jan,1,Thursday,Honda,Urban,Tuesday,Jan,2,Male,Single,0,Policy Holder,Sport,95727,0,16,400,2,55,35,3,1,17,No,No,External,0,-1,1,1994,Liability
Dec,2,Monday,Pontiac,Urban,Monday,Dec,4,Female,Married,48,Policy Holder,Sedan,21839,0,1,400,4,43,34,4,7,42,No,No,External,3,-1,1,1994,All Perils
Dec,3,Wednesday,Honda,Urban,Monday,Jan,1,Male,Single,0,Policy Holder,Sport,70207,0,12,400,4,53,34,1,1,16,No,No,External,0,-1,1,1994,Liability
Dec,2,Sunday,Honda,Urban,Wednesday,Feb,1,Male,Single,0,Policy Holder,Sedan,88412,0,11,400,4,49,39,0,1,17,No,No,External,0,-1,1,1994,All Perils
Dec,4,Tuesday,Pontiac,Urban,Friday,Jan,4,Male,Married,30,Policy Holder,Sport,21972,0,4,400,2,36,46,10,7,33,No,No,External,1,-1,1,1994,Liability
Mar,3,Saturday,Honda,Urban,Wednesday,Jan,2,Male,Single,0,Policy Holder,Sedan,69183,0,10,400,2,37,54,0,1,16,No,No,External,0,-1,1,1994,All Perils
Dec,4,Tuesday,Pontiac,Urban,Thursday,Jan,2,Male,Married,38,Policy Holder,Sport,27496,0,4,400,2,53,39,1,7,39,No,No,External,2,-1,1,1994,Liability
Dec,5,Tuesday,Toyota,Urban,Tuesday,Jan,2,Male,Married,28,Policy Holder,Sedan,10318,0,7,400,3,60,31,1,7,31,No,No,External,10,-1,1,1994,All Perils
Dec,5,Tuesday,Honda,Urban,Tuesday,Jan,1,Male,Married,33,Policy Holder,Sedan,17513,0,8,400,4,51,35,0,6,35,No,No,External,1,-1,1,1994,All Perils
Jan,1,Monday,Mazda,Urban,Monday,Jan,1,Female,Single,38,Policy Holder,Sport,31343,0,1,400,1,31,38,3,14,40,No,No,External,4,-1,1,1994,Liability
Jan,1,Tuesday,Honda,Urban,Friday,Jan,2,Male,Single,0,Policy Holder,Sport,77280,0,11,400,4,59,53,4,0,17,No,No,External,0,-1,3,1994,Liability
Jan,1,Tuesday,Pontiac,Urban,Tuesday,Jan,1,Male,Married,31,Policy Holder,Sedan,33730,0,15,400,4,47,34,6,7,31,No,No,External,5,-1,1,1994,Collision
Jan,1,Thursday,Chevrolet,Urban,Friday,Jan,2,Male,Married,36,Policy Holder,Sport,33146,0,1,400,2,52,50,5,7,38,No,No,External,7,-1,1,1994,Liability
Jan,1,Wednesday,Pontiac,Urban,Thursday,Jan,2,Male,Married,27,Third Party,Sport,35336,0,2,400,4,59,31,0,7,31,No,No,External,3,-1,1,1994,Liability
Jan,2,Saturday,Toyota,Urban,Wednesday,Jan,2,Female,Married,60,Policy Holder,Sedan,7766,0,1,400,1,52,32,3,9,53,No,No,External,3,-1,1,1994,All Perils
Jan,2,Sunday,Honda,Rural,Tuesday,Jan,2,Male,Married,72,Third Party,Sedan,27379,0,2,400,2,44,34,0,7,67,No,No,External,0,-1,1,1994,All Perils
Jan,2,Sunday,Ford,Urban,Wednesday,Jan,2,Male,Married,44,Policy Holder,Sport,62604,0,5,400,2,36,35,9,11,36,No,No,External,0,-1,1,1994,Liability
Jan,3,Monday,Honda,Urban,Monday,Jan,3,Male,Single,0,Policy Holder,Sport,74710,0,11,400,1,54,54,2,1,16,No,No,External,0,8,2,1994,Liability
Jan,1,Monday,Pontiac,Urban,Wednesday,Jan,4,Female,Single,77,Policy Holder,Sedan,5494,0,10,400,1,36,38,0,6,73,No,No,External,0,-1,1,1994,All Perils
Jan,3,Tuesday,Honda,Urban,Monday,Jan,4,Male,Single,40,Third Party,Sport,24169,0,15,400,1,57,32,1,7,36,No,No,External,0,-1,1,1994,Liability
Dec,5,Wednesday,Pontiac,Urban,Wednesday,Jan,1,Male,Single,43,Policy Holder,Sedan,46935,1,1,400,4,58,41,2,7,39,No,No,External,6,-1,1,1994,Collision
